Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,VideoLink,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
585-658SC,G,RBC,0.40,I,SI1,VG,VG,EX,N,N,4.72*4.68*2.95,No,E2,GIA,7406786022,,,1400.000,-30.000,1400.000,-30.000,62.70,57.00,,,4.00,Faceted,NONE,,15.00,35.00,44.00,41.40,GIA 7406786022,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7406786022&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-585-658,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-585-658,,,,,,,,1,
603-1102SCI,G,RBC,0.40,G,SI2,VG,EX,VG,N,N,4.67*4.65*2.94,No,E2,GIA,6402785976,,,1360.000,-32.000,1360.000,-32.000,63.00,57.00,,,0.05,Faceted,NONE,,0.15,35.00,0.43,41.00,GIA 6402785976,,Twinning Wisp,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402785976&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-603-1102,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-603-1102,,,,,,,,1,
603-234SC,G,RBC,0.40,F,SI2,EX,EX,EX,N,N,4.73*4.7*2.93,No,E2,GIA,6401785543,,,1470.000,-30.000,1470.000,-30.000,62.00,58.00,,,4.00,Faceted,NONE,,15.00,35.50,43.00,40.80,GIA 6401785543,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401785543&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-603-234,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-603-234,,,,,,,,1,
607-585SCI,G,RBC,0.40,G,SI2,EX,EX,EX,N,N,4.73*4.7*2.96,No,E2,GIA,5403785479,,,1480.000,-26.000,1480.000,-26.000,62.70,56.00,,,3.50,Faceted,NONE,,15.50,35.50,44.00,41.20,GIA 5403785479,,Crystal,"NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5403785479&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-585,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-585,,,,,,,,1,
611-1017CS,G,RBC,0.40,D,I1,EX,EX,VG,F,N,4.77*4.73*2.9,No,E2,GIA,2404785674,,,1152.000,-36.000,1152.000,-36.000,61.10,58.00,,,0.04,Faceted,NONE,,0.14,34.00,0.43,41.00,GIA 2404785674,,"Feather, Crystal","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2404785674&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-611-1017,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-611-1017,,,,,,,,1,
584-618K,G,RBC,0.42,K,VVS1,EX,EX,EX,N,N,4.95*4.92*2.88,No,YES,GIA,1409785862,,,1360.000,-32.000,1360.000,-32.000,58.30,61.00,,,3.00,Faceted,NONE,,12.50,33.00,43.00,40.80,GIA 1409785862,,Manufacturing Remnant,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1409785862&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-584-618,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-584-618,,,,,,,,1,
583-497CISI,G,RBC,0.50,E,SI2,VG,EX,VG,N,N,5.16*5.12*3.06,No,E2,GIA,6405793453,,,2010.000,-33.000,2010.000,-33.000,59.50,61.00,,,4.00,Faceted,VERY SMALL,,13.00,34.00,42.50,40.40,GIA 6405793453,,"Feather, Crystal, Cloud","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405793453&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-583-497,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-583-497,,,,,,,,1,
597-951CISI,G,EM,0.71,G,SI2,,EX,VG,N,N,5.5*4.24*3.19,No,E2,GIA,2418321059,,,1800.000,-40.000,1800.000,-40.000,75.20,58.00,,,,,NONE,,,,,,GIA 2418321059,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2418321059&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-597-951,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-597-951,,,,,,,,1,
550-443CISI,G,PB,1.11,I,SI1,,EX,EX,F,N,8.37*5.71*3.73,No,Borderline,GIA,6401786649,,,2790.000,-38.000,2790.000,-38.000,65.40,53.00,,,,Faceted,NONE,,,,,,GIA 6401786649,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Cloud, Needle, Indented Natural, Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401786649&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-550-443,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-550-443,,,,,,,,1,
550-504K,G,PB,1.20,J,VS2,,EX,EX,M,B,8.74*5.83*3.71,No,YES,GIA,1405786669,,,3200.000,-20.000,3200.000,-20.000,63.80,60.00,,,,Faceted,NONE,,,,,,GIA 1405786669,,Feather,"NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1405786669&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-550-504,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-550-504,,,,,,,,1,
575-586CS,G,PB,2.08,I,SI2,,VG,VG,N,N,11.14*7.24*4.37,No,E2,GIA,7411305303,,,7120.000,-20.000,7120.000,-20.000,60.30,53.00,,,,Faceted,NONE,,,,,,GIA 7411305303,"An additional twinning wisps, pinpoints and surface graining are not shown.","Twinning Wisp, Feather, Crystal, Indented Natural, Natural","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7411305303&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-575-586,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-575-586,,,,,,,,1,
575-704K,G,RBC,0.23,E,VVS2,EX,EX,EX,N,N,4*3.98*2.4,No,YES,GIA,3415310736,,,1738.500,-5.000,1738.500,-5.000,60.00,58.00,,,3.50,Faceted,NONE,,13.50,32.50,43.50,41.00,GIA 3415310736,,"Needle, Feather, Pinpoint","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3415310736&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-575-704,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-575-704,,,,,,,,1,
576-1790K,G,RBC,0.30,E,VS2,EX,EX,VG,N,N,4.3*4.25*2.65,No,YES,GIA,6411310820,,,1512.000,-37.000,1512.000,-37.000,62.10,57.00,,,3.50,Faceted,NONE,,15.50,35.50,43.00,40.80,GIA 6411310820,,"Feather, Manufacturing Remnant","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6411310820&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-576-1790,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-576-1790,,,,,,,,1,
582-1109SI,G,RBC,0.30,I,VS2,EX,EX,EX,N,N,4.31*4.28*2.68,No,Borderline,GIA,2416304126,,,1387.000,-27.000,1387.000,-27.000,62.40,57.00,,,0.04,Faceted,NONE,,0.15,35.00,0.44,41.20,GIA 2416304126,,"Feather, Cloud, Crystal","NO BGM,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2416304126&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-582-1109,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-582-1109,,,,,,,,1,
583-494CI,G,RBC,0.30,D,SI2,EX,VG,VG,N,N,4.3*4.29*2.66,No,YES,GIA,6415303634,,,1300.000,-35.000,1300.000,-35.000,61.90,59.00,,,0.04,Faceted,NONE,,0.15,35.00,0.44,41.20,GIA 6415303634,,"Cloud, Feather","NO BGM,TABLE SMALL BLACK",0.45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6415303634&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-583-494,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-583-494,,,,,,,,1,
595-389K,G,RBC,0.30,D,VVS1,EX,EX,VG,F,N,4.3*4.25*2.66,No,YES,GIA,6415304002,,,1767.000,-43.000,1767.000,-43.000,62.20,58.00,,,4.00,Faceted,NONE,,14.50,35.00,44.00,41.20,GIA 6415304002,,"Cloud, Pinpoint, Feather","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6415304002&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-389,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-389,,,,,,,,1,
595-654CISI,G,RBC,0.30,E,VS2,VG,EX,VG,N,N,4.23*4.18*2.69,No,YES,GIA,2417311495,,,1488.000,-38.000,1488.000,-38.000,64.00,57.00,,,0.05,Faceted,VERY SMALL,,0.16,36.00,0.43,41.00,GIA 2417311495,,"Crystal, Indented Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2417311495&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-654,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-654,,,,,,,,1,
595-655C,G,RBC,0.30,D,SI1,EX,EX,EX,N,N,4.34*4.31*2.6,No,Borderline,GIA,2418306047,,,1564.000,-32.000,1564.000,-32.000,60.10,60.00,,,0.04,Faceted,NONE,,0.13,33.50,0.43,40.80,GIA 2418306047,,Feather,"NO BGM,TABLE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2418306047&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-655,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-655,,,,,,,,1,
595-793CISI,G,RBC,0.30,H,SI1,VG,VG,VG,F,N,4.32*4.28*2.61,No,Borderline,GIA,6411306009,,,1292.000,-32.000,1292.000,-32.000,60.60,63.00,,,0.04,Faceted,NONE,,0.13,34.00,0.44,41.40,GIA 6411306009,,"Crystal, Cloud, Feather, Indented Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6411306009&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-793,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-793,,,,,,,,1,
595-867CISI,G,RBC,0.30,D,SI1,VG,VG,G,N,N,4.25*4.18*2.67,No,E2,GIA,2414305402,,,1242.000,-46.000,1242.000,-46.000,63.20,58.00,,,5.00,Faceted,VERY SMALL,,15.50,35.50,43.00,40.80,GIA 2414305402,,"Crystal, Feather, Cavity","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2414305402&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-867,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-867,,,,,,,,1,
595-91CS,G,RBC,0.30,E,SI1,VG,EX,VG,N,N,4.25*4.22*2.67,No,Borderline,GIA,6415305416,,,1408.000,-36.000,1408.000,-36.000,63.10,54.00,,,0.05,Faceted,NONE,,0.16,35.00,0.43,40.40,GIA 6415305416,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6415305416&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-91,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-595-91,,,,,,,,1,
596-133K,G,RBC,0.30,D,VS1,EX,EX,VG,N,N,4.3*4.26*2.62,No,YES,GIA,7418303699,,,1674.000,-38.000,1674.000,-38.000,61.20,59.00,,,0.04,Faceted,NONE,,0.15,35.50,0.43,40.60,GIA 7418303699,,Feather,"NO BGM,NO BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7418303699&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-596-133,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-596-133,,,,,,,,1,
596-566SI,G,RBC,0.30,D,VS1,EX,EX,EX,N,N,4.3*4.26*2.65,No,YES,GIA,7411304699,,,1917.000,-29.000,1917.000,-29.000,61.80,57.00,,,0.04,Faceted,VERY SMALL,,0.15,35.00,0.43,40.80,GIA 7411304699,,"Crystal, Needle","NO BGM,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7411304699&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-596-566,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-596-566,,,,,,,,1,
603-1147K,G,RBC,0.30,E,VVS2,VG,EX,VG,N,N,4.27*4.23*2.64,No,YES,GIA,6411303933,,,1566.000,-42.000,1566.000,-42.000,62.00,62.00,,,5.50,Faceted,VERY SMALL,,12.50,33.00,44.50,41.60,GIA 6411303933,,Pinpoint,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6411303933&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-603-1147,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-603-1147,,,,,,,,1,
603-891K,G,RBC,0.30,F,SI1,VG,VG,VG,N,N,4.37*4.35*2.56,No,YES,GIA,6415304267,,,1386.000,-34.000,1386.000,-34.000,58.80,63.00,,,0.05,Faceted,VERY SMALL,,0.12,32.00,0.43,40.60,GIA 6415304267,,Feather,"NO BGM,NO BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6415304267&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-603-891,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-603-891,,,,,,,,1,
604-1CI,G,RBC,0.30,F,SI1,VG,EX,VG,N,N,4.28*4.24*2.62,No,Borderline,GIA,2416309183,,,1386.000,-34.000,1386.000,-34.000,61.50,61.00,,,5.00,Faceted,VERY SMALL,,13.50,34.50,43.00,41.00,GIA 2416309183,,Feather,"NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2416309183&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-604-1,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-604-1,,,,,,,,1,
607-1021K,G,RBC,0.30,G,VVS2,VG,VG,VG,N,N,4.41*4.38*2.53,No,YES,GIA,5416304464,,,1536.000,-36.000,1536.000,-36.000,57.60,60.00,,,3.00,Faceted,NONE,,13.00,32.50,41.50,40.20,GIA 5416304464,,"Feather, Natural","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5416304464&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-1021,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-1021,,,,,,,,1,
607-1300CS,G,RBC,0.30,H,SI2,EX,VG,EX,N,N,4.35*4.32*2.63,No,E2,GIA,7411304503,,,1120.000,-30.000,1120.000,-30.000,60.70,60.00,,,0.04,Faceted,NONE,,0.14,34.50,0.44,41.00,GIA 7411304503,,"Feather, Crystal","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7411304503&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-1300,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-1300,,,,,,,,1,
607-485CISI,G,RBC,0.30,H,SI1,EX,VG,VG,F,N,4.32*4.29*2.58,No,Borderline,GIA,3415310810,,,1311.000,-31.000,1311.000,-31.000,59.90,61.00,,,0.04,Faceted,VERY SMALL,,0.13,34.00,0.43,40.80,GIA 3415310810,,Twinning Wisp,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3415310810&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-485,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-485,,,,,,,,1,
607-874K,G,RBC,0.30,H,VVS2,VG,VG,VG,N,N,4.25*4.21*2.66,No,YES,GIA,6411304353,,,1472.000,-36.000,1472.000,-36.000,63.00,58.00,,,5.00,Faceted,NONE,,14.00,34.00,44.00,41.20,GIA 6411304353,,"Cloud, Indented Natural","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6411304353&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-874,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-874,,,,,,,,1,
607-880CISI,G,RBC,0.30,G,SI1,EX,EX,VG,N,N,4.35*4.32*2.6,No,Borderline,GIA,6411310819,,,1360.000,-32.000,1360.000,-32.000,59.90,62.00,,,0.04,Faceted,NONE,,0.13,33.00,0.44,41.40,GIA 6411310819,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6411310819&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-880,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-880,,,,,,,,1,
609-39K,G,RBC,0.30,D,VS1,VG,EX,EX,N,N,4.37*4.35*2.59,No,YES,GIA,1413304021,,,1593.000,-41.000,1593.000,-41.000,59.30,59.00,,,0.04,Faceted,VERY SMALL,,0.14,33.50,0.43,40.40,GIA 1413304021,,"Crystal, Cloud, Pinpoint, Needle","NO BGM,NO BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1413304021&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-609-39,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-609-39,,,,,,,,1,
619-303CI,G,RBC,0.30,F,SI1,VG,EX,VG,N,N,4.22*4.19*2.69,No,Borderline,GIA,5416309220,,,1386.000,-34.000,1386.000,-34.000,64.10,56.00,,,4.50,Faceted,NONE,,17.50,38.00,42.00,40.20,GIA 5416309220,,Feather,"NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5416309220&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-619-303,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-619-303,,,,,,,,1,
619-125K,G,RBC,0.31,E,SI2,EX,EX,EX,N,N,4.33*4.31*2.68,No,E2,GIA,6411309205,,,1311.000,-31.000,1311.000,-31.000,61.90,56.00,,,4.00,Faceted,NONE,,15.00,35.00,43.00,40.80,GIA 6411309205,,"Twinning Wisp, Cloud","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6411309205&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-619-125,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-619-125,,,,,,,,1,
597-1257K,G,RBC,0.32,I,VS1,EX,EX,EX,N,N,4.41*4.39*2.75,No,YES,GIA,2416303952,,,1533.000,-27.000,1533.000,-27.000,62.40,57.00,,,0.04,Faceted,NONE,,0.16,35.00,0.44,41.40,GIA 2416303952,,"Needle, Indented Natural","NO BGM,NO BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2416303952&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-597-1257,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-597-1257,,,,,,,,1,
597-24CI,G,RBC,0.32,D,VS1,EX,EX,EX,N,N,4.46*4.43*2.66,No,YES,GIA,5413304774,,,1917.000,-29.000,1917.000,-29.000,59.80,60.00,,,0.04,Faceted,NONE,,0.13,33.50,0.43,40.80,GIA 5413304774,,"Crystal, Cloud, Pinpoint, Indented Natural","NO BGM,TABLE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5413304774&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-597-24,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-597-24,,,,,,,,1,
607-1094CISI,G,RBC,0.32,D,VS2,EX,EX,EX,N,N,4.46*4.43*2.67,No,Borderline,GIA,5413309160,,,1725.000,-31.000,1725.000,-31.000,60.00,60.00,,,4.00,Faceted,NONE,,13.00,33.00,43.00,41.00,GIA 5413309160,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5413309160&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-1094,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-1094,,,,,,,,1,
607-1112K,G,RBC,0.32,G,VVS2,EX,VG,EX,N,N,4.47*4.44*2.73,No,YES,GIA,7416305233,,,1584.000,-34.000,1584.000,-34.000,61.20,57.00,,,0.04,Faceted,NONE,,0.14,32.50,0.44,41.40,GIA 7416305233,,"Cloud, Pinpoint, Feather, Indented Natural","NO BGM,NO BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7416305233&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-1112,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-607-1112,,,,,,,,1,
