Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,VideoLink,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
506-1062K,G,RBC,0.30,E,SI2,EX,EX,VG,N,N,4.29*4.28*2.65,No,E1,GIA,6402596567,,,1216.000,-36.000,1216.000,-36.000,61.80,56.00,,,4.00,Faceted,NONE,,14.50,33.50,43.50,41.00,GIA 6402596567,,"Feather, Knot","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402596567&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-506-1062,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-506-1062,,,,,,,,1,
508-836K,G,RBC,0.30,I,VS1,VG,EX,VG,N,N,4.19*4.16*2.69,No,YES,GIA,6402595104,,,1407.000,-33.000,1407.000,-33.000,64.40,58.00,,,5.00,Faceted,NONE,,16.50,37.50,43.00,40.80,GIA 6402595104,,"Manufacturing Remnant, Pinpoint","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402595104&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-508-836,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-508-836,,,,,,,,1,
513-636SI,G,RBC,0.30,D,VS1,EX,EX,VG,F,N,4.35*4.32*2.59,No,YES,GIA,3405594522,,,1620.000,-40.000,1620.000,-40.000,59.70,60.00,,,4.00,Faceted,NONE,,13.00,33.00,43.00,40.80,GIA 3405594522,,"Crystal, Needle, Pinpoint","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3405594522&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-513-636,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-513-636,,,,,,,,1,
488-571K,G,RBC,0.32,F,VS2,EX,EX,EX,F,N,4.43*4.41*2.7,No,YES,GIA,6402596724,,,1518.000,-34.000,1518.000,-34.000,61.10,56.00,,,4.00,Faceted,NONE,,14.50,34.00,43.00,40.80,GIA 6402596724,,"Cloud, Feather","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402596724&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-488-571,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-488-571,,,,,,,,1,
503-269SC,G,RBC,0.33,E,SI1,EX,EX,EX,S,B,4.43*4.4*2.76,No,E1,GIA,6401592746,,,1188.000,-46.000,1188.000,-46.000,62.70,59.00,,,4.00,Faceted,NONE,,15.00,35.50,43.50,41.20,GIA 6401592746,,"Crystal, Cloud","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401592746&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-503-269,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-503-269,,,,,,,,1,
485-18K,G,RBC,0.34,I,VS2,EX,EX,EX,F,N,4.48*4.44*2.79,No,YES,GIA,6402596770,,,1311.000,-31.000,1311.000,-31.000,62.60,57.00,,,4.00,Faceted,NONE,,15.00,35.00,43.50,41.20,GIA 6402596770,,"Cloud, Etch Channel","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402596770&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-485-18,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-485-18,,,,,,,,1,
488-566CISI,G,RBC,0.36,H,VS2,EX,EX,EX,F,N,4.6*4.58*2.84,No,YES,GIA,2407595779,,,1449.000,-31.000,1449.000,-31.000,61.80,60.00,,,4.00,Faceted,NONE,,13.50,33.50,44.50,41.80,GIA 2407595779,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2407595779&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-488-566,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-488-566,,,,,,,,1,
495-1121CS,G,RBC,0.50,D,SI2,VG,VG,VG,S,B,5.03*4.96*3.17,No,E1,GIA,2404595798,,,1767.000,-43.000,1767.000,-43.000,63.40,57.00,,,5.00,Faceted,NONE,,16.50,37.00,42.50,40.40,GIA 2404595798,,Cloud,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2404595798&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-495-1121,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-495-1121,,,,,,,,1,
505-1213SI,G,RBC,0.30,D,SI1,VG,EX,EX,S,B,4.32*4.3*2.67,No,E1,GIA,1405617706,,,1288.000,-44.000,1288.000,-44.000,62.00,56.00,,,3.50,Faceted,NONE,,16.00,36.00,42.50,40.60,GIA 1405617706,,"Cloud, Feather, Crystal","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1405617706&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-1213,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-1213,,,,,,,,1,
505-615K,G,RBC,0.30,H,SI1,VG,EX,VG,M,Y,4.28*4.21*2.62,No,Borderline,GIA,2407617724,,,1102.000,-42.000,1102.000,-42.000,61.70,63.00,,,5.50,Faceted,NONE,,12.50,33.50,44.00,41.60,GIA 2407617724,,Feather,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2407617724&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-615,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-615,,,,,,,,1,
506-1114C,G,RBC,0.30,F,SI1,VG,EX,VG,N,N,4.28*4.23*2.68,No,E1,GIA,1408614821,,,1386.000,-34.000,1386.000,-34.000,63.00,57.00,,,4.50,Faceted,NONE,,15.00,35.00,44.00,41.40,GIA 1408614821,,"Crystal, Cloud, Feather","NO BGM,TABLE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1408614821&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-506-1114,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-506-1114,,,,,,,,1,
508-1404K,G,RBC,0.30,D,SI1,VG,EX,VG,F,N,4.4*4.36*2.55,No,E1,GIA,2406614936,,,1380.000,-40.000,1380.000,-40.000,58.20,63.00,,,3.50,Faceted,NONE,,12.50,33.50,42.50,40.80,GIA 2406614936,,Feather,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2406614936&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-508-1404,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-508-1404,,,,,,,,1,
508-916CISI,G,RBC,0.30,F,VS2,VG,EX,VG,N,N,4.35*4.31*2.57,No,YES,GIA,1408617259,,,1472.000,-36.000,1472.000,-36.000,59.30,60.00,,,4.00,Faceted,VERY SMALL,,13.00,33.00,42.50,40.60,GIA 1408617259,,"Twinning Wisp, Crystal","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1408617259&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-508-916,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-508-916,,,,,,,,1,
477-7033K,G,RBC,0.32,G,VS1,EX,EX,EX,N,N,4.47*4.45*2.65,No,YES,GIA,1409615437,,,1702.000,-26.000,1702.000,-26.000,59.50,60.00,,,3.50,Faceted,NONE,,13.00,33.00,43.50,41.00,GIA 1409615437,,"Feather, Pinpoint","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1409615437&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-477-703,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-477-703,,,,,,,,1,
489-315K,G,RBC,0.33,G,VS2,EX,EX,EX,N,N,4.44*4.41*2.75,No,YES,GIA,6405617489,,,1606.000,-27.000,1606.000,-27.000,62.10,57.00,,,3.50,Faceted,NONE,,15.50,35.50,43.00,40.80,GIA 6405617489,,Cloud,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405617489&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-489-315,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-489-315,,,,,,,,1,
505-1335CISI,G,RBC,0.34,E,SI1,EX,EX,EX,N,N,4.5*4.47*2.76,No,E1,GIA,7401617506,,,1518.000,-31.000,1518.000,-31.000,61.60,58.00,,,3.50,Faceted,NONE,,14.50,35.00,43.50,41.00,GIA 7401617506,,"Feather, Crystal, Cloud","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7401617506&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-1335,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-1335,,,,,,,,1,
493-716CSI,G,RBC,0.37,F,SI2,EX,VG,EX,M,B,4.62*4.6*2.88,No,E1,GIA,2407615459,,,1008.000,-44.000,1008.000,-44.000,62.40,56.00,,,4.00,Faceted,NONE,,15.50,35.50,43.00,40.80,GIA 2407615459,,Twinning Wisp,"NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2407615459&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-493-716,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-493-716,,,,,,,,1,
503-166CS,G,RBC,0.40,E,SI1,EX,EX,VG,N,N,4.75*4.69*2.9,No,E1,GIA,7406617333,,,1650.000,-34.000,1650.000,-34.000,61.30,60.00,,,4.00,Faceted,NONE,,14.50,35.50,43.00,40.80,GIA 7406617333,,"Crystal, Cloud","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",55,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7406617333&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-503-166,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-503-166,,,,,,,,1,
505-804K,G,RBC,0.40,D,VS1,VG,EX,VG,M,B,4.64*4.62*2.96,No,YES,GIA,2404622817,,,1749.000,-47.000,1749.000,-47.000,63.90,57.00,,,5.00,Faceted,NONE,,16.00,36.50,43.00,41.00,GIA 2404622817,,"Indented Natural, Pinpoint","NO BGM,NO BLACK",55,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2404622817&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-804,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-804,,,,,,,,1,
505-344CI,G,RBC,0.54,E,VS2,EX,EX,EX,N,N,5.2*5.19*3.26,No,YES,GIA,6402623455,,,3182.000,-26.000,3182.000,-26.000,62.70,57.00,,,3.50,Faceted,NONE,,15.00,35.00,44.00,41.40,GIA 6402623455,,"Cloud, Crystal","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402623455&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-344,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-505-344,,,,,,,,1,
489-487CISI,G,RBC,0.30,E,SI2,EX,EX,VG,N,N,4.32*4.3*2.63,No,YES,GIA,6402110092,,,1216.000,-36.000,1216.000,-36.000,61.00,59.00,,,3.50,Faceted,NONE,,15.00,36.00,42.50,40.60,GIA 6402110092,,"Feather, Cloud, Crystal","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402110092&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-489-487,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-489-487,,,,,,,,1,
488-837S,G,RBC,0.39,F,SI2,VG,EX,VG,F,N,4.74*4.67*2.89,No,E1,GIA,6405110358,,,1152.000,-36.000,1152.000,-36.000,61.40,62.00,,,4.00,Faceted,NONE,,13.50,34.50,44.00,41.60,GIA 6405110358,,"Crystal, Feather, Cavity","NO BGM,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405110358&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-488-837,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-488-837,,,,,,,,1,
502-196CI,G,RBC,0.40,G,SI2,VG,EX,VG,N,N,4.86*4.83*2.8,No,E1,GIA,6405110428,,,1360.000,-32.000,1360.000,-32.000,57.80,63.00,,,3.00,Faceted,NONE,,12.00,32.00,43.00,40.80,GIA 6405110428,,Feather,"NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405110428&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-502-196,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-502-196,,,,,,,,1,
476-412CISI,G,RBC,0.53,D,SI1,EX,EX,EX,N,N,5.25*5.22*3.17,No,YES,GIA,5403110604,,,2812.000,-26.000,2812.000,-26.000,60.50,60.00,,,3.50,Faceted,NONE,,13.00,34.00,44.00,41.40,GIA 5403110604,,"Feather, Crystal, Cloud","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5403110604&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-476-412,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-476-412,,,,,,,,1,
496-236CSI,G,RBC,0.70,D,I1,VG,G,G,N,N,5.69*5.6*3.57,No,E1,GIA,2406124665,,,1798.000,-38.000,1798.000,-38.000,63.20,56.00,,,3.50,Faceted,NONE,,16.50,36.50,43.50,41.00,GIA 2406124665,,Crystal,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2406124665&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-496-236,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-496-236,,,,,,,,1,
512-793K,G,RBC,0.53,E,VS1,EX,VG,EX,S,B,5.19*5.16*3.23,No,YES,GIA,2406222725,,,2438.000,-47.000,2438.000,-47.000,62.30,58.00,,,4.00,Faceted,NONE,,14.50,35.00,44.00,41.40,GIA 2406222725,,"Crystal, Needle, Cloud, Pinpoint","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2406222725&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-512-793,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-512-793,,,,,,,,1,
490-282C,G,RBC,0.56,I,SI2,EX,EX,EX,N,N,5.25*5.21*3.3,No,Borderline,GIA,2404222065,,,1825.000,-27.000,1825.000,-27.000,63.10,58.00,,,4.00,Faceted,NONE,,15.00,35.00,44.00,41.40,GIA 2404222065,,"Crystal, Feather","NO BGM,TABLE MEDIUM BLACK",45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2404222065&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-490-282,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-490-282,,,,,,,,1,
490-988K,G,RBC,0.56,I,VVS2,EX,EX,EX,F,N,5.35*5.31*3.28,No,YES,GIA,6402221793,,,2520.000,-28.000,2520.000,-28.000,61.50,56.00,,,4.00,Faceted,NONE,,14.00,32.50,43.50,41.20,GIA 6402221793,,"Pinpoint, Surface Graining","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402221793&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-490-988,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-490-988,,,,,,,,1,
