Stock #,Availability,Shape,CARAT,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,NR PPC,NR TOTAL
222-417A,G,RBC,0.30,I,VS2,EX,EX,VG,N,N,4.30 - 4.28 * 2.66,GIA,1345767030,,1139.000,33.000,1173.00,31.000,,,,62.00,59.00,,,4.50,Faceted,NON,,13.00,33.00,44.50,41.80,GIA 1345767030,,MUMBAI,1139.000,341.700
229-76A,G,RBC,0.30,J,SI2,F,EX,VG,N,N,4.03 - 3.98 * 2.81,GIA,2354203369,,650.000,50.000,676.00,48.000,,,,70.10,59.00,,,8.00,Faceted,NON,,17.50,40.50,44.50,41.80,GIA 2354203369,,MUMBAI,650.000,195.000
214-81A,G,OV,1.50,M,SI2,VG,G,VG,N,N,8.72 - 5.92 * 4.00,IGI,400945513,,1034.000,53.000,1078.00,51.000,,,,67.60,54.50,,,6.90,Faceted,Pointed,,20.00,43.10,40.50,38.20,,N/A,MUMBAI,1034.000,1551.000
214-104A,G,OV,1.20,H,SI2,VG,VG,VG,N,N,8.49 - 5.91 * 3.53,IGI,400929846,,1978.000,54.000,2064.00,52.000,,,,59.70,55.50,,,4.30,Faceted,Pointed,,17.00,39.60,38.50,36.20,,N/A,MUMBAI,1978.000,2373.600
229-13A,G,RBC,0.30,J,VS2,VG,EX,VG,F,N,4.20 - 4.15 * 2.71,GIA,5346852708,,855.000,43.000,885.00,41.000,,,,64.90,58.00,,,5.00,Faceted,NON,,16.00,37.00,43.50,41.20,GIA 5346852708,,MUMBAI,855.000,256.500
238-205A,G,RBC,0.30,M,VS1,G,EX,EX,M,B,4.15 - 4.12 * 2.74,GIA,2358143162,,504.000,58.000,528.00,56.000,,,,66.10,58.00,,,6.00,Faceted,NON,,16.50,38.00,43.50,41.20,GIA 2358143162,,MUMBAI,504.000,151.200
221-318A,G,RBC,0.31,M,VS1,EX,EX,EX,N,N,4.33 - 4.30 * 2.71,GIA,6352143559,,696.000,42.000,720.00,40.000,,,,62.80,58.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.60,GIA 6352143559,,MUMBAI,696.000,215.760
229-52A,G,RBC,0.35,E,VVS1,EX,EX,EX,N,N,4.51 - 4.48 * 2.82,GIA,7351001484,,2340.000,10.000,2392.00,8.000,,,,62.60,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.00,GIA 7351001484,,MUMBAI,2340.000,819.000
221-340A,G,RBC,0.42,K,VVS2,EX,EX,EX,N,N,4.83 - 4.80 * 2.96,GIA,6341796497,,1122.000,34.000,1156.00,32.000,,,,61.40,56.00,,,3.50,Faceted,NON,,15.50,35.00,42.50,40.60,GIA 6341796497,,MUMBAI,1122.000,471.240
229-216A,G,RBC,0.30,K,VS1,VG,EX,VG,F,N,4.26 - 4.20 * 2.69,GIA,2346955993,,742.000,47.000,770.00,45.000,,,,63.70,56.00,,,4.00,Faceted,NON,,16.50,36.50,43.00,41.00,GIA 2346955993,,MUMBAI,742.000,222.600
235-18A,G,RA,1.00,J,VVS2,VG,EX,EX,S,B,5.93 - 4.83 * 3.64,GIA,1353012652,,1600.000,60.000,1680.00,58.000,,,,75.30,69.00,,,,Faceted,NON,,,,,,GIA 1353012652,Additional pinpoints are not shown.,MUMBAI,1600.000,1600.000
214-101A,G,MQ,0.50,F,VS2,EX,EX,VG,N,N,8.58 - 4.20 * 2.47,GIA,2344484861,,1368.000,43.000,1416.00,41.000,,,,59.00,59.00,,,,Faceted,NON,,,,,,GIA 2344484861,,MUMBAI,1368.000,684.000
225-21A,G,RBC,1.01,M,SI2,EX,EX,EX,F,N,6.39 - 6.35 * 4.03,GIA,1345960245,,1680.000,40.000,1736.00,38.000,,,,63.30,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 1345960245,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,1680.000,1696.800
229-43A,G,RBC,0.30,G,VS2,EX,VG,EX,F,N,4.31 - 4.28 * 2.69,GIA,2356040695,,1083.000,43.000,1121.00,41.000,,,,62.70,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 2356040695,,MUMBAI,1083.000,324.900
221-323A,G,RBC,0.31,"K,FB",VS2,EX,EX,EX,N,N,4.36 - 4.34 * 2.67,GIA,7346767058,,682.000,38.000,704.00,36.000,"K,FB",,,61.40,59.00,,,4.00,Faceted,NON,,14.00,35.00,43.50,41.00,GIA 7346767058,,MUMBAI,682.000,211.420
221-49A,G,RBC,0.31,I,VVS1,EX,EX,EX,N,N,4.34 - 4.32 * 2.71,GIA,2347753113,,1340.000,33.000,1380.00,31.000,,,,62.50,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 2347753113,,MUMBAI,1340.000,415.400
229-229A,G,RBC,0.34,F,VVS1,EX,EX,EX,N,N,4.46 - 4.43 * 2.81,GIA,1358040761,,1900.000,24.000,1950.00,22.000,,,,63.10,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 1358040761,,MUMBAI,1900.000,646.000
232-338A,G,RBC,0.30,K,VS2,F,VG,G,N,N,4.08 - 4.01 * 2.77,GIA,2356160353,,559.000,57.000,585.00,55.000,,,,68.50,59.00,,,7.50,Faceted,NON,,16.50,38.00,45.00,42.00,GIA 2356160353,,MUMBAI,559.000,167.700
229-8A,G,RBC,0.30,G,VS2,VG,EX,EX,F,N,4.22 - 4.18 * 2.68,GIA,6342877958,,1159.000,39.000,1197.00,37.000,,,,63.80,57.00,,,5.00,Faceted,NON,,16.00,37.00,42.50,40.60,GIA 6342877958,,MUMBAI,1159.000,347.700
225-137C,G,RBC,0.40,I,SI2,EX,EX,EX,F,N,4.72 - 4.70 * 2.94,GIA,7341986130,,1024.000,36.000,1056.00,34.000,,,,62.40,57.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,40.80,GIA 7341986130,,MUMBAI,1024.000,409.600
225-113A,G,RBC,0.70,"M,FB",SI2,VG,EX,VG,N,N,5.60 - 5.55 * 3.59,GIA,6351097377,,901.000,47.000,935.00,45.000,"M,FB",,,64.40,57.00,,,5.00,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 6351097377,,MUMBAI,901.000,630.700
223-1B,G,OV,1.91,I,VS2,EX,EX,EX,M,B,10.08 - 7.15 * 4.26,GIA,2346871598,,4543.000,23.000,4661.00,21.000,,,,59.70,61.00,,,,Faceted,NON,,,,,,GIA 2346871598,,MUMBAI,4543.000,8677.130
235-12A,G,RBC,0.50,D,SI2,EX,EX,EX,F,N,5.11 - 5.09 * 3.13,GIA,2354143193,,1485.000,45.000,1539.00,43.000,,,,61.40,60.00,,,3.50,Faceted,NON,,13.50,34.00,44.00,41.40,GIA 2354143193,,MUMBAI,1485.000,742.500
241-88A,G,RBC,0.80,Q,VS2,EX,EX,EX,N,N,5.94 - 5.92 * 3.71,GIA,2357098245,,1200.000,40.000,1240.00,38.000,,,,62.50,55.00,,,3.50,Faceted,NON,,16.00,36.00,43.00,40.60,GIA 2357098245,,MUMBAI,1200.000,960.000
230-1961A,G,RBC,0.18,E,VS1,EX,EX,EX,N,N,3.68 - 3.66 * 2.24,GIA,6352163637,,1357.000,-18.000,1380.00,-20.000,,,,61.00,55.00,,,3.50,Faceted,NON,,14.00,32.00,43.50,41.20,GIA 6352163637,,MUMBAI,1357.000,244.260
241-33A,G,RBC,1.02,K,VS1,EX,EX,EX,F,N,6.43 - 6.39 * 3.97,GIA,6355031138,,2816.000,36.000,2904.00,34.000,,,,62.00,59.00,,,4.00,Faceted,NON,,14.50,35.50,43.00,41.00,GIA 6355031138,Clouds are not shown. Additional pinpoints are not shown.,MUMBAI,2816.000,2872.320
225-22A,G,RBC,0.54,H,VVS1,EX,EX,EX,N,N,5.20 - 5.17 * 3.26,GIA,1353056159,,2210.000,35.000,2278.00,33.000,,,,62.90,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 1353056159,,MUMBAI,2210.000,1193.400
243-6E,G,PB,0.50,L,VS2,EX,EX,VG,N,N,6.93 - 4.44 * 2.75,GIA,1355214671,,780.000,35.000,804.00,33.000,,,,62.00,60.00,,,,Faceted,NON,,,,,,GIA 1355214671,,MUMBAI,780.000,390.000
228-273A,G,PB,0.30,D,SI2,G,EX,VG,F,N,5.48 - 3.77 * 2.36,GIA,2346955805,,795.000,47.000,825.00,45.000,,,,62.60,61.00,,,,Faceted,NON,,,,,,GIA 2346955805,,MUMBAI,795.000,238.500
238-61A,G,RBC,0.33,E,VS2,EX,EX,EX,M,B,4.44 - 4.42 * 2.78,GIA,7358213997,,1134.000,46.000,1176.00,44.000,,,,62.70,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 7358213997,,MUMBAI,1134.000,374.220
227-59A,G,OV,0.96,H,SI2,EX,EX,VG,M,B,7.60 - 5.61 * 3.48,GIA,2347897830,,1836.000,49.000,1908.00,47.000,,,,62.00,56.00,,,,Faceted,NON,,,,,,GIA 2347897830,Clouds are not shown. Pinpoints are not shown.,MUMBAI,1836.000,1762.560
225-146C,G,MQ,0.30,H,VS2,VG,VG,VG,F,N,6.74 - 3.53 * 2.19,GIA,5353163952,,624.000,52.000,650.00,50.000,,,,62.00,60.00,,,,Faceted,NON,,,,,,GIA 5353163952,,MUMBAI,624.000,187.200
227-135B,G,RBC,0.30,E,SI2,G,EX,G,N,N,4.26 - 4.20 * 2.65,GIA,6345851732,,912.000,43.000,944.00,41.000,,,,62.60,63.00,,,5.00,Faceted,NON,,13.50,35.50,44.00,41.60,GIA 6345851732,,MUMBAI,912.000,273.600
225-85C,G,RBC,0.26,E,IF,EX,EX,EX,N,N,4.11 - 4.08 * 2.57,GIA,6351175469,,1720.500,-11.000,1751.50,-13.000,,,,62.70,54.00,,,3.50,Faceted,NON,,16.00,35.00,43.00,41.00,GIA 6351175469,,MUMBAI,1720.500,447.330
231-235A,G,RBC,0.30,G,SI2,EX,EX,VG,F,N,4.30 - 4.27 * 2.66,GIA,2358231158,,840.000,44.000,870.00,42.000,,,,62.00,55.00,,,4.00,Faceted,NON,,15.50,35.00,42.50,40.60,GIA 2358231158 ,,MUMBAI,840.000,252.000
215-428A,G,OV,0.96,I,SI2,VG,VG,,N,N,7.40 - 5.68 * 3.44,IGI,407973584,,1485.000,55.000,1551.00,53.000,,,,60.60,59.50,,,4.50,Faceted,Pointed,,15.50,38.90,40.50,38.10,,,MUMBAI,1485.000,1425.600
231-177A,G,OV,0.40,E,SI1,VG,EX,VG,N,N,5.59 - 4.21 * 2.53,GIA,7351014233,,1134.000,37.000,1170.00,35.000,,,,60.20,60.00,,,,Faceted,NON,,,,,,GIA 7351014233,,MUMBAI,1134.000,453.600
234-255A,G,EM,0.31,G,VS1,EX,EX,EX,N,N,4.11 - 3.69 * 2.39,GIA,6345686547,,900.000,40.000,930.00,38.000,,,,64.90,70.00,,,,Faceted,NON,,,,,,GIA 6345686547,,MUMBAI,900.000,279.000
224-10C,G,RBC,0.40,H,SI1,VG,EX,VG,F,N,4.68 - 4.66 * 2.96,GIA,6345910334,,1102.000,42.000,1140.00,40.000,,,,63.30,54.00,,,4.00,Faceted,NON,,16.50,35.50,43.00,40.80,GIA 6345910334,,MUMBAI,1102.000,440.800
222-295A,G,RBC,0.30,K,VVS2,EX,EX,EX,N,N,4.32 - 4.29 * 2.66,GIA,6341798920,,870.000,42.000,900.00,40.000,,,,61.90,58.00,,,3.50,Faceted,NON,,15.00,35.00,43.50,41.20,GIA 6341798920,,MUMBAI,870.000,261.000
241-103A,G,RBC,1.02,L,VS2,EX,EX,EX,N,N,6.44 - 6.39 * 4.02,GIA,2358096368,,2394.000,37.000,2470.00,35.000,,,,62.70,57.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 2358096368,Pinpoints are not shown.,MUMBAI,2394.000,2441.880
225-1A,G,RBC,1.15,K,I1,EX,EX,VG,F,N,6.72 - 6.67 * 4.19,GIA,7353077851,,2088.000,28.000,2146.00,26.000,,,,62.60,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.",MUMBAI,2088.000,2401.200
222-364A,G,RBC,0.38,J,VS2,EX,EX,EX,F,N,4.69 - 4.67 * 2.82,GIA,7346753214,,1005.000,33.000,1035.00,31.000,,,,60.30,58.00,,,4.00,Faceted,NON,,14.00,34.00,42.50,40.60,GIA 7346753214,,MUMBAI,1005.000,381.900
221-299A,G,RBC,0.30,H,SI1,EX,EX,VG,F,N,4.30 - 4.27 * 2.69,GIA,7348782935,,1104.000,31.000,1136.00,29.000,,,,62.80,57.00,,,3.50,Faceted,NON,,15.00,34.50,44.50,41.60,GIA 7348782935,,MUMBAI,1104.000,331.200
228-73A,G,RBC,0.32,I,VS2,EX,EX,EX,F,N,4.37 - 4.34 * 2.73,GIA,6342910417,,1003.000,41.000,1037.00,39.000,,,,62.60,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 6342910417,,MUMBAI,1003.000,320.960
227-111A,G,RBC,1.00,H,SI2,VG,EX,VG,F,N,6.33 - 6.27 * 4.04,GIA,2346847484,,2438.000,54.000,2544.00,52.000,,,,64.20,57.00,,,4.50,Faceted,NON,,15.00,35.00,44.50,41.60,GIA 2346847484,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.",MUMBAI,2438.000,2438.000
227-117A,G,RBC,0.54,I,SI1,EX,EX,EX,M,B,5.22 - 5.21 * 3.27,GIA,2347850619,,1300.000,48.000,1350.00,46.000,,,,62.80,54.00,,,3.50,Faceted,NON,,16.00,35.00,43.50,41.00,GIA 2347850619,,MUMBAI,1300.000,702.000
224-2B,G,OV,0.71,D,VVS1,EX,EX,VG,N,N,6.95 - 4.95 * 3.15,GIA,7348789543,,2880.000,40.000,2976.00,38.000,,,,63.70,58.00,,,,Faceted,NON,,,,,,GIA 7348789543,,MUMBAI,2880.000,2044.800
234-248A,G,RBC,0.35,F,VVS2,EX,EX,EX,N,N,4.61 - 4.59 * 2.75,GIA,6341693261,,1932.000,16.000,1978.00,14.000,,,,59.80,62.00,,,3.50,Faceted,NON,,12.50,33.00,44.00,41.40,GIA 6341693261,,MUMBAI,1932.000,676.200
235-55A,G,EM,0.71,F,VVS2,EX,EX,VG,S,B,5.80 - 4.38 * 2.95,GIA,2357010523,,1512.000,64.000,1596.00,62.000,,,,67.20,62.00,,,,Faceted,NON,,,,,,GIA 2357010523,,MUMBAI,1512.000,1073.520
217-72A,G,OV,1.00,"M,FB  ",SI2,VG,VG,,N,N,7.19 - 5.33 * 3.69,IGI,407973566,,665.000,65.000,703.00,63.000,"M,FB  ",,,69.20,58.50,,,8.40,Faceted,Pointed,,17.00,41.80,44.00,40.50,,,MUMBAI,665.000,665.000
225-15A,G,RBC,1.16,"L,FB",I1,EX,EX,EX,F,N,6.70 - 6.66 * 4.20,GIA,6352000179,,1392.000,42.000,1440.00,40.000,"L,FB",,,62.90,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,,Clarity grade is based on clouds that are not shown.,MUMBAI,1392.000,1614.720
231-212A,G,RBC,0.30,J,SI1,G,EX,VG,N,N,4.11 - 4.05 * 2.70,GIA,6355242042,,756.000,46.000,784.00,44.000,,,,66.10,58.00,,,7.00,Faceted,NON,,18.00,40.00,41.50,39.60,GIA 6355242042,,MUMBAI,756.000,226.800
222-314A,G,RBC,0.30,K,SI2,EX,EX,EX,F,N,4.30 - 4.27 * 2.71,GIA,1348766469,,781.000,29.000,803.00,27.000,,,,63.20,57.00,,,4.00,Faceted,NON,,14.50,34.00,44.50,41.80,GIA 1348766469,,MUMBAI,781.000,234.300
235-69A,G,RBC,0.55,H,SI1,EX,EX,EX,F,N,5.35 - 5.33 * 3.19,GIA,1358176240,,1624.000,44.000,1682.00,42.000,,,,59.70,59.00,,,3.50,Faceted,NON,,13.50,34.00,42.50,40.60,GIA 1358176240,,MUMBAI,1624.000,893.200
221-67A,G,RBC,0.41,G,SI2,VG,EX,VG,M,B,4.66 - 4.61 * 2.98,GIA,6342766984,,1026.000,43.000,1062.00,41.000,,,,64.30,56.00,,,4.50,Faceted,NON,,17.50,38.00,42.00,40.20,GIA 6342766984,,MUMBAI,1026.000,420.660
222-133A,G,PB,0.41,D,VVS2,EX,EX,G,N,N,6.43 - 4.33 * 2.59,GIA,7348701009,,1378.000,47.000,1430.00,45.000,,,,59.70,64.00,,,,Faceted,NON,,,,,,GIA 7348701009,,MUMBAI,1378.000,564.980
235-36A,G,RBC,0.54,I,VS2,EX,EX,EX,S,B,5.22 - 5.19 * 3.26,GIA,6352203517,,1242.000,54.000,1296.00,52.000,,,,62.70,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.00,41.00,GIA 6352203517,,MUMBAI,1242.000,670.680
241-30A,G,RBC,0.80,L,VS2,EX,EX,EX,N,N,5.93 - 5.91 * 3.71,GIA,2357098217,,1606.000,27.000,1650.00,25.000,,,,62.70,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 2357098217,,MUMBAI,1606.000,1284.800
229-191A,G,RBC,0.30,I,VVS2,G,EX,VG,F,N,4.14 - 4.10 * 2.68,GIA,6342956102,,1026.000,46.000,1064.00,44.000,,,,65.00,56.00,,,6.50,Faceted,NON,,17.00,38.50,41.50,39.60,GIA 6342956102,,MUMBAI,1026.000,307.800
232-13A,G,PR,0.33,F,VS1,EX,EX,VG,F,N,3.89 - 3.87 * 2.80,GIA,6341955409,,864.000,46.000,896.00,44.000,,,,72.20,71.00,,,,Faceted,NON,,,,,,GIA 6341955409,,MUMBAI,864.000,285.120
231-251A,G,RBC,0.30,K,SI1,VG,EX,VG,N,N,4.21 - 4.17 * 2.66,GIA,7352241499,,648.000,46.000,672.00,44.000,,,,63.50,58.00,,,5.00,Faceted,NON,,17.00,38.50,42.00,40.00,GIA 7352241499,,MUMBAI,648.000,194.400
235-89A,G,RBC,0.70,K,VVS2,VG,EX,VG,S,B,5.58 - 5.54 * 3.58,GIA,3355119392,,1378.000,47.000,1430.00,45.000,,,,64.40,54.00,,,5.50,Faceted,NON,,16.00,35.00,43.00,40.80,GIA 3355119392,,MUMBAI,1378.000,964.600
234-296A,G,EM,0.46,G,VS2,G,EX,VG,N,N,4.54 - 3.69 * 2.79,GIA,3345685500,,950.000,50.000,988.00,48.000,,,,75.40,64.00,,,,Faceted,NON,,,,,,GIA 3345685500,,MUMBAI,950.000,437.000
237-142A,G,EM,0.50,F,VVS1,VG,EX,VG,S,B,4.84 - 3.78 * 2.72,GIA,1353121647,,1189.000,59.000,1247.00,57.000,,,,71.90,64.00,,,,Faceted,NON,,,,,,GIA 1353121647,,MUMBAI,1189.000,594.500
226-5A,G,RBC,2.01,F,SI2,EX,EX,EX,N,N,8.04 - 7.99 * 5.06,GIA,7346868361,,6300.000,37.000,6500.00,35.000,,,,63.20,57.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.40,GIA 7346868361,Pinpoints are not shown. Surface graining is not shown.,MUMBAI,6300.000,12663.000
225-161B,G,OV,0.40,G,VS2,EX,EX,G,F,N,5.80 - 4.16 * 2.61,GIA,2346976966,,1216.000,36.000,1254.00,34.000,,,,62.80,58.00,,,,Faceted,NON,,,,,,GIA 2346976966,,MUMBAI,1216.000,486.400
214-105A,G,RBC,1.01,G,SI2,VG,EX,VG,N,N,6.26 - 6.30 * 4.03,IGI,407901082,,2296.000,59.000,2408.00,57.000,,,,64.10,55.50,,,4.80,Faceted,Pointed,,17.00,38.00,42.00,40.20,,,MUMBAI,2296.000,2318.960
237-94A,G,RBC,0.35,E,VVS2,EX,EX,EX,S,B,4.53 - 4.50 * 2.84,GIA,1355175727,,1344.000,44.000,1392.00,42.000,,,,62.90,58.00,,,4.00,Faceted,NON,,14.50,35.00,44.50,41.60,GIA 1355175727,,MUMBAI,1344.000,470.400
219-214A,G,EM,0.50,H,VVS2,VG,EX,G,M,B,5.06 - 3.79 * 2.65,GIA,6341462018,,1081.000,53.000,1127.00,51.000,,,,69.90,63.00,,,,Faceted,NON,,,,,,GIA 6341462018,,MUMBAI,1081.000,540.500
214-83A,G,PB,1.03,G,SI2,EX,VG,,N,N,8.68 - 5.68 * 3.48,IGI,407914622,,2160.000,52.000,2250.00,50.000,,,,61.30,59.50,,,4.30,Faceted,Pointed,,14.50,36.00,42.50,39.30,,,MUMBAI,2160.000,2224.800
229-90A,G,RBC,0.40,J,SI2,G,EX,VG,M,B,4.62 - 4.59 * 2.99,GIA,5353143897,,645.000,57.000,675.00,55.000,,,,64.90,56.00,,,5.00,Faceted,NON,,15.50,35.00,44.50,41.60,GIA 5353143897,,MUMBAI,645.000,258.000
227-33A,G,RBC,1.00,F,SI2,VG,EX,EX,N,N,6.25 - 6.23 * 4.05,GIA,6345795146,,2891.000,51.000,3009.00,49.000,,,,64.90,55.00,,,5.50,Faceted,NON,,15.50,34.50,44.00,41.20,GIA 6345795146,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,2891.000,2891.000
232-276A,G,RBC,0.30,H,SI1,EX,EX,EX,N,N,4.30 - 4.28 * 2.67,GIA,5353097329,,1088.000,32.000,1120.00,30.000,,,,62.30,58.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,40.80,GIA 5353097329,,MUMBAI,1088.000,326.400
221-417A,G,RBC,0.40,I,SI2,EX,EX,EX,N,N,4.70 - 4.67 * 2.97,GIA,5346796553,,1120.000,30.000,1152.00,28.000,,,,63.30,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 5346796553,,MUMBAI,1120.000,448.000
221-353A,G,RBC,0.50,K,SI2,VG,EX,VG,N,N,5.01 - 4.95 * 3.16,GIA,7346765947,,1044.000,42.000,1080.00,40.000,,,,63.50,55.00,,,5.00,Faceted,NON,,17.00,37.00,41.50,40.00,GIA 7346765947,,MUMBAI,1044.000,522.000
221-305A,G,RBC,0.50,J,VS2,G,VG,VG,N,N,4.90 - 4.85 * 3.19,GIA,1347783128,,1173.000,49.000,1219.00,47.000,,,,65.30,52.00,,,6.50,Faceted,NON,,19.00,38.00,40.00,38.80,GIA 1347783128,,MUMBAI,1173.000,586.500
235-41A,G,RBC,0.61,D,VVS1,EX,EX,EX,M,B,5.42 - 5.38 * 3.36,GIA,2356068032,,3224.000,38.000,3328.00,36.000,,,,62.30,59.00,,,4.00,Faceted,NON,,15.00,36.00,43.50,41.00,GIA 2356068032,,MUMBAI,3224.000,1966.640
215-10A,G,PB,0.40,G,SI2,VG,EX,VG,N,N,6.19 - 4.07 * 2.56,GIA,1347308156,,910.000,35.000,938.00,33.000,,,,63.00,61.00,,,,Faceted,NON,,,,,,GIA 1347308156,,MUMBAI,910.000,364.000
227-104A,G,PB,0.33,D,VS1,EX,EX,VG,N,N,6.14 - 3.98 * 2.33,GIA,2347851090,,1216.000,36.000,1254.00,34.000,,,,58.50,62.00,,,,Faceted,NON,,,,,,GIA 2347851090,,MUMBAI,1216.000,401.280
235-57A,G,RBC,0.60,E,SI1,VG,EX,VG,M,B,5.30 - 5.25 * 3.39,GIA,3355162147,,1248.000,61.000,1312.00,59.000,,,,64.20,56.00,,,5.00,Faceted,NON,,17.00,38.00,42.50,40.40,GIA 3355162147,,MUMBAI,1248.000,748.800
232-32A,G,OV,0.30,J,VS1,VG,EX,VG,F,N,5.14 - 3.72 * 2.38,GIA,2358080576,,690.000,31.000,710.00,29.000,,,,64.00,55.00,,,,Faceted,NON,,,,,,GIA 2358080576,,MUMBAI,690.000,207.000
222-158A,G,OV,0.40,H,VVS1,EX,EX,VG,N,N,5.93 - 4.25 * 2.51,GIA,7346798748,,1197.000,43.000,1239.00,41.000,,,,59.00,55.00,,,,Faceted,NON,,,,,,GIA 7346798748,,MUMBAI,1197.000,478.800
227-159B,G,PB,0.40,E,VS1,VG,EX,VG,N,N,6.68 - 4.16 * 2.38,GIA,6342942642,,1628.000,26.000,1672.00,24.000,,,,57.10,61.00,,,,Faceted,NON,,,,,,GIA 6342942642,,MUMBAI,1628.000,651.200
225-64A,G,OV,0.90,H,SI2,VG,EX,VG,N,N,7.38 - 5.28 * 3.36,GIA,1343978755,,2088.000,42.000,2160.00,40.000,,,,63.70,57.00,,,,Faceted,NON,,,,,,GIA 1343978755,,MUMBAI,2088.000,1879.200
209-4B,G,MQ,0.60,I,VVS2,VG,VG,VG,M,B,8.53 - 4.43 * 2.51,GIA,6342111417,,1197.000,43.000,1239.00,41.000,,,,56.60,64.00,,,,Faceted,NON,,,,,,GIA 6342111417,,MUMBAI,1197.000,718.200
229-240A,G,RBC,0.30,M,VS1,G,VG,VG,S,B,4.19 - 4.12 * 2.69,GIA,6352098153,,600.000,50.000,624.00,48.000,,,,64.90,57.00,,,5.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 6352098153,,MUMBAI,600.000,180.000
229-270A,G,RBC,0.30,K,VS2,EX,VG,EX,F,N,4.29 - 4.26 * 2.68,GIA,1345862719,,754.000,42.000,780.00,40.000,,,,62.60,54.00,,,4.00,Faceted,NON,,15.50,34.00,43.00,40.80,GIA 1345862719,,MUMBAI,754.000,226.200
236-38A,G,RBC,0.54,J,VVS2,EX,EX,EX,S,B,5.21 - 5.17 * 3.24,GIA,1355160358,,1325.000,47.000,1375.00,45.000,,,,62.40,59.00,,,4.00,Faceted,NON,,15.00,36.00,43.50,41.00,GIA 1355160358,,MUMBAI,1325.000,715.500
229-293A,G,RBC,0.33,I,VS2,EX,EX,EX,F,N,4.41 - 4.38 * 2.75,GIA,2357080030,,1003.000,41.000,1037.00,39.000,,,,62.60,58.00,,,3.50,Faceted,NON,,15.50,36.50,43.50,41.00,GIA 2357080030,,MUMBAI,1003.000,330.990
221-489A,G,RBC,0.50,O,VVS2,EX,EX,EX,N,N,5.06 - 5.03 * 3.18,GIA,6355143437,,884.000,48.000,918.00,46.000,,,,63.00,55.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 6355143437,,MUMBAI,884.000,442.000
227-4B,G,EM,0.38,E,VS1,VG,EX,G,N,N,5.25 - 3.54 * 2.21,GIA,2346766449,,1003.000,41.000,1037.00,39.000,,,,62.30,73.00,,,,Faceted,NON,,,,,,GIA 2346766449,,MUMBAI,1003.000,381.140
225-57D,G,RBC,0.35,E,SI1,EX,EX,EX,N,N,4.54 - 4.51 * 2.84,GIA,2358067968,,1558.000,18.000,1596.00,16.000,,,,62.70,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 2358067968,,MUMBAI,1558.000,545.300
232-78A,G,RBC,0.30,I,VVS2,G,EX,VG,N,N,4.13 - 4.09 * 2.74,GIA,7353026368,,988.000,48.000,1026.00,46.000,,,,66.60,58.00,,,6.00,Faceted,NON,,16.00,37.00,44.50,41.60,GIA 7353026368,,MUMBAI,988.000,296.400
231-220A,G,RBC,0.35,F,VS2,EX,EX,EX,F,N,4.52 - 4.49 * 2.82,GIA,1359001181,,1320.000,34.000,1360.00,32.000,,,,62.50,55.00,,,4.00,Faceted,NON,,15.50,34.50,43.50,41.20,GIA 1359001181,,MUMBAI,1320.000,462.000
