Stock #,Availability,Shape,CARAT,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,NR PPC,NR TOTAL
237-99A,G,RBC,0.46,F,VVS2,EX,EX,EX,M,B,4.92 - 4.89 * 3.09,GIA,2356067370,,1680.000,40.000,1736.00,38.000,,,,63.10,54.00,,,3.50,Faceted,NON,,17.00,36.00,42.50,40.60,GIA 2356067370,,MUMBAI,1680.000,772.800
235-65A,G,RBC,0.70,K,SI1,VG,EX,VG,S,B,5.65 - 5.59 * 3.51,GIA,7353121138,,1219.000,47.000,1265.00,45.000,,,,62.40,54.00,,,4.00,Faceted,VSM,,17.00,36.50,41.50,39.80,GIA 7353121138,,MUMBAI,1219.000,853.300
225-117B,G,PB,0.30,G,VS1,EX,EX,G,N,N,6.13 - 3.78 * 2.26,GIA,6341971454,,1155.000,23.000,1185.00,21.000,,,,59.90,64.00,,,,Faceted,NON,,,,,,GIA 6341971454,,MUMBAI,1155.000,346.500
222-13A,G,RBC,0.35,F,SI1,EX,EX,EX,N,N,4.53 - 4.50 * 2.85,GIA,2347796443,,1386.000,23.000,1422.00,21.000,,,,63.00,57.00,,,3.50,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 2347796443,,MUMBAI,1386.000,485.100
241-13A,G,RBC,1.01,O,VS2,VG,EX,VG,N,N,6.25 - 6.17 * 4.03,GIA,2357096601,,1564.000,54.000,1632.00,52.000,,,,65.00,55.00,,,5.50,Faceted,NON,,17.00,37.00,42.50,40.20,GIA 2357096601,Additional pinpoints are not shown.,MUMBAI,1564.000,1579.640
240-905A,G,RBC,0.23,G,VS1,EX,EX,EX,F,N,3.93 - 3.90 * 2.47,GIA,6352214385,,1149.500,5.000,1173.70,3.000,,,,63.20,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 6352214385,,MUMBAI,1149.500,264.390
221-241A,G,RBC,0.35,E,SI1,EX,EX,EX,N,N,4.53 - 4.51 * 2.80,GIA,7341752355,,1539.000,19.000,1577.00,17.000,,,,61.90,58.00,,,3.50,Faceted,NON,,15.50,36.00,43.00,40.60,GIA 7341752355,,MUMBAI,1539.000,538.650
237-52A,G,RBC,0.34,F,VVS1,EX,EX,EX,S,B,4.46 - 4.43 * 2.82,GIA,6352258997,,1250.000,50.000,1300.00,48.000,,,,63.50,57.00,,,4.00,Faceted,NON,,15.00,34.00,44.50,41.80,GIA 6352258997,,MUMBAI,1250.000,425.000
228-246A,G,RBC,0.33,J,VS2,EX,EX,EX,F,N,4.42 - 4.40 * 2.75,GIA,7358080242,,915.000,39.000,945.00,37.000,,,,62.30,56.00,,,4.50,Faceted,NON,,15.00,34.00,43.00,40.80,GIA 7358080242,,MUMBAI,915.000,301.950
225-79A,G,RBC,0.24,F,VVS2,EX,EX,EX,N,N,4.00 - 3.98 * 2.47,GIA,1359040265,,1565.500,-1.000,1596.50,-3.000,,,,61.90,59.00,,,4.00,Faceted,NON,,14.00,34.50,44.50,41.60,GIA 1359040265,,MUMBAI,1565.500,375.720
221-155A,G,OV,0.52,G,SI1,EX,EX,VG,N,N,6.10 - 4.62 * 2.84,GIA,6341738408,,1302.000,38.000,1344.00,36.000,,,,61.40,59.00,,,,Faceted,NON,,,,,,GIA 6341738408,,MUMBAI,1302.000,677.040
237-108A,G,RBC,0.40,J,VS1,EX,EX,EX,S,B,4.74 - 4.71 * 2.95,GIA,3355119317,,954.000,47.000,990.00,45.000,,,,62.30,56.00,,,3.50,Faceted,NON,,16.00,36.50,42.50,40.60,GIA 3355119317,,MUMBAI,954.000,381.600
233-16A,G,RBC,0.90,H,VVS2,VG,EX,VG,N,N,6.06 - 5.98 * 3.86,GIA,1348943126,,3294.000,46.000,3416.00,44.000,,,,64.10,58.00,,,5.00,Faceted,NON,,16.50,38.00,42.50,40.40,GIA 1348943126,,MUMBAI,3294.000,2964.600
227-154A,G,RBC,0.46,E,VVS1,EX,EX,VG,N,N,5.04 - 5.01 * 2.99,GIA,5346852750,,2970.000,10.000,3036.00,8.000,,,,59.50,60.00,,,3.50,Faceted,NON,,13.00,33.00,43.00,40.80,GIA 5346852750,,MUMBAI,2970.000,1366.200
221-66A,G,RBC,0.35,H,VVS2,EX,EX,EX,N,N,4.53 - 4.50 * 2.81,GIA,3345695034,,1560.000,22.000,1600.00,20.000,,,,62.20,58.00,,,3.50,Faceted,NON,,15.50,36.50,43.00,41.00,GIA 3345695034,,MUMBAI,1560.000,546.000
212-80A,G,RBC,1.00,G,SI2,EX,EX,VG,M,N,6.47 - 6.52 * 3.91,IGI,407934798,,5600.000,0.000,5712.00,-2.000,,,,60.20,59.00,,,3.20,Faceted,Pointed,,13.00,32.90,43.50,41.30,,IDEAL CUT ROUND BRILLIANT,MUMBAI,5600.000,5600.000
241-41A,G,RBC,0.90,L,VS1,VG,EX,G,N,N,6.11 - 6.04 * 3.79,GIA,2356098766,,1792.000,44.000,1856.00,42.000,,,,62.50,58.00,,,4.50,Faceted,NON,,16.00,37.50,42.00,40.00,GIA 2356098766,,MUMBAI,1792.000,1612.800
215-628A,G,OV,1.29,I,SI2,EX,EX,EX,F,N,8.41 - 6.05 * 3.88,GIA,6355156869,,2698.000,29.000,2774.00,27.000,,,,64.10,56.00,,,,Faceted,NON,,,,,,GIA 6355156869,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.",MUMBAI,2698.000,3480.420
221-431A,G,RBC,0.30,G,SI1,VG,EX,EX,F,N,4.28 - 4.25 * 2.68,GIA,5346890425,,1105.000,35.000,1139.00,33.000,,,,62.90,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 5346890425,,MUMBAI,1105.000,331.500
221-469A,G,RBC,0.40,J,SI2,G,EX,VG,F,N,4.59 - 4.55 * 2.98,GIA,6341765820,,795.000,47.000,825.00,45.000,,,,65.30,56.00,,,5.50,Faceted,NON,,17.50,38.50,42.50,40.40,GIA 6341765820,,MUMBAI,795.000,318.000
231-162A,G,RBC,0.32,H,VS1,EX,EX,EX,F,N,4.35 - 4.34 * 2.74,GIA,7346976934,,1216.000,36.000,1254.00,34.000,,,,63.20,55.00,,,3.50,Faceted,NON,,17.00,36.50,43.00,40.60,GIA 7346976934,,MUMBAI,1216.000,389.120
235-27A,G,OV,0.72,D,VVS2,VG,EX,VG,M,B,6.73 - 5.06 * 3.26,GIA,2357111206,,1932.000,58.000,2024.00,56.000,,,,64.50,54.00,,,,Faceted,NON,,,,,,GIA 2357111206,,MUMBAI,1932.000,1391.040
224-43C,G,PB,0.35,K,VS2,EX,EX,VG,M,B,6.09 - 3.96 * 2.39,GIA,6345955879,,549.000,39.000,567.00,37.000,,,,60.20,58.00,,,,Faceted,NON,,,,,,GIA 6345955879,,MUMBAI,549.000,192.150
236-78A,G,RBC,0.55,K,VVS1,EX,EX,EX,F,N,5.28 - 5.25 * 3.24,GIA,6352143073,,1386.000,37.000,1430.00,35.000,,,,61.60,58.00,,,3.50,Faceted,NON,,14.50,34.00,43.50,41.00,GIA 6352143073,,MUMBAI,1386.000,762.300
211-214A,G,RBC,1.01,N,SI2,EX,EX,VG,N,N,6.47 - 6.52 * 3.90,IGI,407973590,,1456.000,48.000,1512.00,46.000,,,,59.90,61.00,,,3.80,Faceted,Pointed,,13.00,33.20,43.50,41.10,,,MUMBAI,1456.000,1470.560
225-45A,G,RBC,1.40,"M,FB",SI2,EX,EX,EX,M,B,7.14 - 7.08 * 4.46,GIA,6341787606,,1960.000,30.000,2016.00,28.000,"M,FB",,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.60,GIA 6341787606,A pinpoint is not shown. Internal graining is not shown.,MUMBAI,1960.000,2744.000
234-33A,G,RBC,0.37,E,VVS1,EX,EX,EX,N,N,4.62 - 4.59 * 2.86,GIA,1349693169,,2210.000,15.000,2262.00,13.000,,,,62.00,59.00,,,4.00,Faceted,NON,,14.00,34.50,44.00,41.40,GIA 1349693169,,MUMBAI,2210.000,817.700
218-27A,G,RBC,0.80,I,SI1,EX,VG,EX,N,N,5.96 - 5.92 * 3.68,GIA,6345664655,,2240.000,30.000,2304.00,28.000,,,,61.90,55.00,,,3.50,Faceted,NON,,16.00,35.50,42.50,40.60,GIA 6345664655,,MUMBAI,2240.000,1792.000
215-141A,G,PB,0.32,E,VVS1,EX,EX,VG,N,N,6.04 - 3.79 * 2.40,GIA,2347308147,,1520.000,24.000,1560.00,22.000,,,,63.20,57.00,,,,Faceted,NON,,,,,,GIA 2347308147,,MUMBAI,1520.000,486.400
237-93A,G,RBC,0.33,D,VVS2,EX,EX,EX,S,B,4.47 - 4.45 * 2.77,GIA,7352203528,,1456.000,44.000,1508.00,42.000,,,,62.20,58.00,,,3.00,Faceted,NON,,15.00,35.00,44.00,41.60,GIA 7352203528,,MUMBAI,1456.000,480.480
207-12B,G,RBC,1.01,D,SI2,EX,EX,EX,F,N,6.57 - 6.55 * 3.89,GIA,6342715320,,3640.000,44.000,3770.00,42.000,,,,59.30,60.00,,,3.00,Faceted,NON,,13.00,32.50,43.50,41.00,GIA 6342715320,"Clouds, pinpoints and internal graining are not shown.",MUMBAI,3640.000,3676.400
232-243A,G,RBC,0.30,H,SI1,F,EX,G,F,N,4.07 - 4.02 * 2.70,GIA,5356214598,,736.000,54.000,768.00,52.000,,,,66.70,56.00,,,8.00,Faceted,NON,,18.50,39.50,40.50,39.20,GIA 5356214598,,MUMBAI,736.000,220.800
227-81B,G,MQ,0.35,D,VS1,EX,EX,VG,N,N,6.52 - 3.85 * 2.27,GIA,7342813073,,1368.000,28.000,1406.00,26.000,,,,59.00,61.00,,,,Faceted,NON,,,,,,GIA 7342813073,,MUMBAI,1368.000,478.800
212-68A,G,OV,1.00,H,SI2,VG,G,,N,N,7.67 - 5.46 * 3.71,IGI,407914603,,1978.000,54.000,2064.00,52.000,,,,67.90,64.00,,,5.50,Faceted,Pointed,,11.50,34.10,51.00,44.40,,,MUMBAI,1978.000,1978.000
215-195A,G,PB,0.30,H,VVS2,VG,EX,G,N,N,6.21 - 3.73 * 2.18,GIA,6342482983,,1095.000,27.000,1125.00,25.000,,,,58.40,61.00,,,,Faceted,NON,,,,,,GIA 6342482983,,MUMBAI,1095.000,328.500
237-76A,G,RBC,0.40,I,VS1,EX,EX,EX,S,B,4.69 - 4.66 * 2.96,GIA,2356143419,,940.000,53.000,980.00,51.000,,,,63.40,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 2356143419,,MUMBAI,940.000,376.000
222-324A,G,PB,0.32,G,SI1,EX,EX,VG,F,N,6.07 - 3.98 * 2.21,GIA,7341752429,,741.000,43.000,767.00,41.000,,,,55.60,58.00,,,,Faceted,NON,,,,,,GIA 7341752429,,MUMBAI,741.000,237.120
225-76A,G,PB,0.90,I,SI1,VG,VG,VG,N,N,8.55 - 5.28 * 3.24,GIA,2344941659,,2196.000,39.000,2268.00,37.000,,,,61.30,55.00,,,,Faceted,NON,,,,,,GIA 2344941659,,MUMBAI,2196.000,1976.400
232-50B,G,PR,0.30,F,VVS1,EX,EX,VG,N,N,3.75 - 3.71 * 2.71,GIA,6352242624,,1140.000,40.000,1178.00,38.000,,,,73.10,71.00,,,,Faceted,NON,,,,,,GIA 6352242624,,MUMBAI,1140.000,342.000
222-45A,G,RBC,0.41,G,VS1,EX,EX,EX,F,N,4.75 - 4.72 * 2.97,GIA,2346766958,,1608.000,33.000,1656.00,31.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 2346766958,,MUMBAI,1608.000,659.280
225-152B,G,RBC,0.51,"K,FB",SI1,EX,EX,EX,F,N,5.15 - 5.12 * 3.18,GIA,3345976517,,756.000,46.000,784.00,44.000,"K,FB",,,61.90,59.00,,,3.50,Faceted,NON,,14.00,34.50,44.50,41.60,GIA 3345976517,,MUMBAI,756.000,385.560
231-245A,G,RBC,0.34,H,VVS2,EX,EX,EX,N,N,4.46 - 4.43 * 2.80,GIA,2358055859,,1360.000,32.000,1400.00,30.000,,,,62.90,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 2358055859,,MUMBAI,1360.000,462.400
221-388A,G,OV,0.40,E,SI1,EX,EX,G,F,N,5.86 - 4.09 * 2.58,GIA,2346753204,,1134.000,37.000,1170.00,35.000,,,,62.90,55.00,,,,Faceted,NON,,,,,,GIA 2346753204,,MUMBAI,1134.000,453.600
225-153A,G,RBC,0.40,J,SI2,EX,EX,EX,F,N,4.80 - 4.77 * 2.88,GIA,5356119287,,915.000,39.000,945.00,37.000,,,,60.20,58.00,,,3.50,Faceted,NON,,13.50,33.00,43.00,40.80,GIA 5356119287,,MUMBAI,915.000,366.000
222-411B,G,RBC,0.30,H,I1,EX,EX,VG,N,N,4.30 - 4.25 * 2.63,GIA,6342766317,,720.000,28.000,740.00,26.000,,,,61.40,61.00,,,4.50,Faceted,NON,,13.50,35.00,43.50,41.20,GIA 6342766317,,MUMBAI,720.000,216.000
220-258A,G,RBC,0.36,F,IF,EX,EX,EX,N,N,4.55 - 4.53 * 2.85,GIA,7346910542,,2288.000,12.000,2340.00,10.000,,,,62.90,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 7346910542,,MUMBAI,2288.000,823.680
214-32A,G,PB,0.80,D,SI2,VG,EX,VG,N,N,7.80 - 5.15 * 3.33,GIA,1349723508,,1760.000,45.000,1824.00,43.000,,,,64.60,63.00,,,,Faceted,NON,,,,,,GIA 1349723508,,MUMBAI,1760.000,1408.000
234-116A,G,PR,0.30,J,SI1,G,EX,VG,N,N,3.61 - 3.48 * 2.90,GIA,7346686663,,675.000,25.000,693.00,23.000,,,,83.20,72.00,,,,Faceted,NON,,,,,,GIA 7346686663,,MUMBAI,675.000,202.500
214-48A,G,RBC,1.21,E,SI2,EX,EX,EX,N,N,6.83 - 6.87 * 4.14,IGI,407973600,,3100.000,50.000,3224.00,48.000,,,,60.30,59.00,,,4.10,Faceted,Pointed,,14.00,34.00,42.50,40.50,,IDEAL CUT ROUND BRILLIANT,MUMBAI,3100.000,3751.000
211-199A,G,OV,1.01,FVY,I1,VG,EX,VG,N,N,6.83 - 5.42 * 3.32,GIA,7343542020,,2800.000,-100.000,2828.00,-102.000,FVY,,,61.20,59.00,,,,Faceted,NON,,,,,,GIA 7343542020,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,2800.000,2828.000
238-164A,G,RBC,0.30,F,SI1,G,EX,VG,M,B,4.13 - 4.07 * 2.67,GIA,2357231176,,828.000,54.000,864.00,52.000,,,,65.10,59.00,,,6.50,Faceted,NON,,16.50,38.00,42.00,40.20,GIA 2357231176,,MUMBAI,828.000,248.400
222-362A,G,RBC,0.42,K,SI2,EX,EX,EX,F,N,4.79 - 4.76 * 3.01,GIA,7348766302,,897.000,31.000,923.00,29.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 7348766302,,MUMBAI,897.000,376.740
233-77A,G,OV,1.20,D,SI1,G,EX,VG,N,N,7.63 - 5.73 * 3.79,GIA,1349723419,,3180.000,47.000,3300.00,45.000,,,,66.10,59.00,,,,Faceted,NON,,,,,,GIA 1349723419,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,3180.000,3816.000
241-18B,G,RBC,0.51,N,VS1,EX,EX,EX,N,N,5.14 - 5.11 * 3.14,GIA,2358143793,,912.000,43.000,944.00,41.000,,,,61.30,60.00,,,4.00,Faceted,NON,,13.00,33.00,44.50,41.60,GIA 2358143793,,MUMBAI,912.000,465.120
216-986A,G,RBC,0.21,F,VVS1,EX,EX,EX,N,N,3.88 - 3.86 * 2.33,GIA,6341677092,,1443.000,-11.000,1469.00,-13.000,,,,60.30,61.00,,,3.50,Faceted,NON,,13.50,35.00,43.00,41.00,GIA 6341677092,,MUMBAI,1443.000,303.030
231-134A,G,RBC,0.33,K,VVS2,EX,EX,EX,N,N,4.44 - 4.41 * 2.76,GIA,2356040134,,825.000,45.000,855.00,43.000,,,,62.40,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 2356040134,,MUMBAI,825.000,272.250
214-7A,G,PB,0.96,E,I1,EX,EX,VG,N,N,8.49 - 5.69 * 3.47,GIA,5343932814,,1875.000,25.000,1925.00,23.000,,,,61.00,58.00,,,,Faceted,NON,,,,,,,"Additional clouds, pinpoints and surface graining are not shown.",MUMBAI,1875.000,1800.000
232-42A,G,RBC,0.30,I,VS1,G,EX,VG,N,N,4.22 - 4.16 * 2.65,GIA,6345985900,,918.000,49.000,954.00,47.000,,,,63.40,59.00,,,6.00,Faceted,NON,,14.50,35.50,43.00,40.80,GIA 6345985900,,MUMBAI,918.000,275.400
222-98A,G,OV,0.40,F,SI2,G,EX,VG,N,N,5.58 - 3.99 * 2.51,GIA,6341693525,,1005.000,33.000,1035.00,31.000,,,,62.90,61.00,,,,Faceted,NON,,,,,,GIA 6341693525,,MUMBAI,1005.000,402.000
205-285A,G,RBC,0.30,J,SI2,EX,EX,EX,M,B,4.29 - 4.26 * 2.64,GIA,6342862563,,871.000,33.000,897.00,31.000,,,,61.80,60.00,,,4.00,Faceted,NON,,14.50,35.50,43.50,41.00,GIA 6342862563,,MUMBAI,871.000,261.300
243-26D,G,PB,0.70,G,VS1,VG,EX,VG,F,N,7.69 - 4.90 * 3.13,GIA,6351242643,,2280.000,40.000,2356.00,38.000,,,,64.00,63.00,,,,Faceted,NON,,,,,,GIA 6351242643,,MUMBAI,2280.000,1596.000
224-44E,G,RBC,0.54,J,VS1,EX,EX,EX,S,B,5.28 - 5.27 * 3.22,GIA,7343827349,,1464.000,39.000,1512.00,37.000,,,,61.10,59.00,,,3.50,Faceted,NON,,13.00,33.00,44.50,41.60,GIA 7343827349,,MUMBAI,1464.000,790.560
231-165A,G,RBC,0.32,G,VS2,EX,EX,EX,N,N,4.36 - 4.33 * 2.70,GIA,1353214210,,1197.000,37.000,1235.00,35.000,,,,62.20,58.00,,,4.00,Faceted,NON,,15.00,36.00,43.00,40.80,GIA 1353214210,,MUMBAI,1197.000,383.040
228-146A,G,RBC,0.32,H,VS1,EX,EX,EX,N,N,4.35 - 4.33 * 2.74,GIA,6342986089,,1197.000,37.000,1235.00,35.000,,,,63.10,55.00,,,3.50,Faceted,NON,,17.00,36.50,42.50,40.60,GIA 6342986089,,MUMBAI,1197.000,383.040
241-86A,G,RBC,1.01,O,VS2,EX,EX,EX,N,N,6.40 - 6.36 * 4.03,GIA,6352170772,,1700.000,50.000,1768.00,48.000,,,,63.10,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 6352170772,Additional pinpoints are not shown.,MUMBAI,1700.000,1717.000
221-82A,G,RBC,0.50,G,SI2,G,EX,VG,M,B,4.89 - 4.87 * 3.23,GIA,6342765293,,1176.000,51.000,1224.00,49.000,,,,66.10,57.00,,,7.00,Faceted,NON,,16.50,37.50,42.50,40.60,GIA 6342765293,,MUMBAI,1176.000,588.000
230-1969A,G,RBC,0.20,F,VVS1,EX,EX,VG,N,N,3.76 - 3.74 * 2.31,GIA,2344940194,,1404.000,-8.000,1430.00,-10.000,,,,61.60,58.00,,,3.50,Faceted,NON,,15.00,35.50,43.00,40.80,GIA 2344940194,,MUMBAI,1404.000,280.800
221-213A,G,RBC,0.43,F,SI2,EX,EX,EX,N,N,4.93 - 4.90 * 2.99,GIA,2346752328,,1224.000,32.000,1260.00,30.000,,,,60.90,55.00,,,3.00,Faceted,NON,,14.00,31.50,44.00,41.40,GIA 2346752328,,MUMBAI,1224.000,526.320
211-201A,G,OV,0.90,H,SI2,VG,EX,VG,N,N,7.62 - 5.37 * 3.37,GIA,3345550570,,2088.000,42.000,2160.00,40.000,,,,62.60,58.00,,,,Faceted,NON,,,,,,GIA 3345550570,,MUMBAI,2088.000,1879.200
231-215A,G,RBC,0.40,J,VVS1,VG,EX,VG,F,N,4.61 - 4.56 * 2.96,GIA,5356068165,,1060.000,47.000,1100.00,45.000,,,,64.60,55.00,,,5.50,Faceted,NON,,17.00,37.50,42.00,40.00,GIA 5356068165,,MUMBAI,1060.000,424.000
204-470A,G,RBC,0.30,D,SI2,G,EX,VG,M,B,4.19 - 4.16 * 2.70,GIA,2356258733,,850.000,50.000,884.00,48.000,,,,64.60,59.00,,,6.00,Faceted,NON,,14.50,35.50,44.50,41.80,GIA 2356258733,,MUMBAI,850.000,255.000
231-110A,G,RBC,0.30,F,SI1,EX,EX,VG,N,N,4.29 - 4.24 * 2.70,GIA,2347976466,,1152.000,36.000,1188.00,34.000,,,,63.20,57.00,,,4.00,Faceted,NON,,14.50,34.00,44.50,41.80,GIA 2347976466,,MUMBAI,1152.000,345.600
230-1972A,G,RBC,0.24,F,SI1,EX,EX,EX,N,N,4.01 - 3.99 * 2.51,GIA,7352214125,,1161.600,-21.000,1180.80,-23.000,,,,62.90,57.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 7352214125,,MUMBAI,1161.600,278.780
236-92A,G,RBC,0.50,M,SI1,EX,EX,EX,S,B,5.09 - 5.05 * 3.16,GIA,7356141203,,714.000,49.000,742.00,47.000,,,,62.30,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.20,GIA 7356141203,,MUMBAI,714.000,357.000
231-326A,G,OV,0.50,J,VS2,VG,EX,VG,M,B,6.14 - 4.43 * 2.71,GIA,5346976972,,918.000,46.000,952.00,44.000,,,,61.10,58.00,,,,Faceted,NON,,,,,,GIA 5346976972,,MUMBAI,918.000,459.000
225-60A,G,RBC,0.59,I,VS2,EX,EX,EX,N,N,5.42 - 5.38 * 3.32,GIA,7351163280,,1728.000,36.000,1782.00,34.000,,,,61.50,58.00,,,4.00,Faceted,NON,,14.00,34.00,43.50,41.20,GIA 7351163280,,MUMBAI,1728.000,1019.520
236-23A,G,RBC,0.51,J,VVS1,EX,EX,EX,S,B,5.13 - 5.10 * 3.19,GIA,6352163508,,1430.000,45.000,1482.00,43.000,,,,62.40,58.00,,,4.00,Faceted,NON,,15.00,35.00,43.50,41.20,GIA 6352163508,,MUMBAI,1430.000,729.300
228-199A,G,RBC,0.30,I,VS2,G,VG,VG,F,N,4.16 - 4.11 * 2.69,GIA,5346890444,,935.000,45.000,969.00,43.000,,,,65.00,60.00,,,6.00,Faceted,NON,,16.50,39.00,42.50,40.40,GIA 5346890444,,MUMBAI,935.000,280.500
222-399A,G,RBC,0.30,K,VVS2,VG,EX,EX,F,N,4.32 - 4.29 * 2.68,GIA,7342877826,,855.000,43.000,885.00,41.000,,,,62.30,56.00,,,4.00,Faceted,NON,,14.00,32.50,44.50,41.80,GIA 7342877826,,MUMBAI,855.000,256.500
227-105E,G,RBC,0.23,F,VS1,EX,EX,VG,N,N,3.97 - 3.94 * 2.45,GIA,7348852083,,1362.200,2.000,1390.00,0.000,,,,62.00,55.00,,,4.00,Faceted,NON,,14.00,32.00,44.00,41.60,GIA 7348852083,,MUMBAI,1362.200,313.310
232-3A,G,RBC,0.30,G,VS2,G,EX,VG,F,N,4.12 - 4.07 * 2.71,GIA,6355241617,,988.000,48.000,1026.00,46.000,,,,66.20,57.00,,,7.00,Faceted,NON,,17.50,39.50,41.50,40.00,GIA 6355241617,,MUMBAI,988.000,296.400
234-344A,G,RBC,0.31,M,VVS1,EX,EX,EX,N,N,4.43 - 4.41 * 2.65,GIA,2344766187,,882.000,37.000,910.00,35.000,,,,59.90,59.00,,,3.50,Faceted,NON,,13.00,32.50,43.00,41.00,GIA 2344766187,,MUMBAI,882.000,273.420
241-60A,G,RBC,0.90,K,VS2,EX,EX,VG,N,N,6.25 - 6.21 * 3.72,GIA,2356149034,,2211.000,33.000,2277.00,31.000,,,,59.70,60.00,,,4.00,Faceted,VSM,,13.00,33.00,42.50,40.80,GIA 2356149034,,MUMBAI,2211.000,1989.900
211-203C,G,CU,0.61,FY,SI2,EX,EX,G,N,N,5.02 - 4.55 * 3.08,GIA,5346506651,,1062.000,-18.000,1080.00,-20.000,FY,,,67.70,55.00,,,,Faceted,NON,,,,,,GIA 5346506651,,MUMBAI,1062.000,647.820
231-141A,G,RBC,0.30,J,VS2,EX,EX,EX,N,N,4.28 - 4.24 * 2.69,GIA,1355014841,,915.000,39.000,945.00,37.000,,,,63.20,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 1355014841,,MUMBAI,915.000,274.500
235-54A,G,RBC,0.61,J,VS1,EX,EX,EX,S,B,5.40 - 5.38 * 3.39,GIA,2357001295,,1344.000,44.000,1392.00,42.000,,,,62.80,58.00,,,4.00,Faceted,NON,,15.00,35.50,43.50,41.20,GIA 2357001295,,MUMBAI,1344.000,819.840
231-315A,G,RBC,0.35,K,VS1,VG,EX,EX,F,N,4.48 - 4.46 * 2.80,GIA,5356014256,,812.000,42.000,840.00,40.000,,,,62.50,59.00,,,4.50,Faceted,NON,,15.00,36.00,43.50,41.00,GIA 5356014256,,MUMBAI,812.000,284.200
231-29A,G,RBC,0.30,J,VS1,F,EX,VG,F,N,4.06 - 4.02 * 2.72,GIA,6355241791,,704.000,56.000,736.00,54.000,,,,67.20,59.00,,,7.50,Faceted,NON,,17.50,40.00,42.50,40.40,GIA 6355241791,,MUMBAI,704.000,211.200
229-173A,G,RBC,0.31,J,VVS2,EX,EX,EX,F,N,4.32 - 4.30 * 2.71,GIA,6342955150,,918.000,46.000,952.00,44.000,,,,62.90,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6342955150,,MUMBAI,918.000,284.580
217-112A,G,RBC,1.00,"Q,VLB",SI2,G,VG,VG,N,N,6.15 - 6.20 * 3.85,IGI,407973588,,1008.000,64.000,1064.00,62.000,"Q,VLB",,,62.30,65.00,,,7.80,Faceted,Pointed,,13.50,37.90,41.00,39.50,,,MUMBAI,1008.000,1008.000
221-348A,G,RBC,0.30,K,VS1,EX,EX,EX,F,N,4.27 - 4.24 * 2.69,GIA,1349798204,,924.000,34.000,952.00,32.000,,,,63.20,57.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.40,GIA 1349798204,,MUMBAI,924.000,277.200
222-87A,G,PB,0.35,E,VVS2,EX,EX,VG,F,N,6.05 - 4.08 * 2.42,GIA,1345766470,,1254.000,34.000,1292.00,32.000,,,,59.20,57.00,,,,Faceted,NON,,,,,,GIA 1345766470,,MUMBAI,1254.000,438.900
231-193A,G,OV,0.40,G,SI1,VG,EX,VG,N,N,5.73 - 4.10 * 2.58,GIA,6341955686,,1248.000,22.000,1280.00,20.000,,,,63.00,56.00,,,,Faceted,NON,,,,,,GIA 6341955686,,MUMBAI,1248.000,499.200
231-300A,G,RBC,0.30,H,SI2,F,VG,G,N,N,4.15 - 4.11 * 2.75,GIA,6355203503,,720.000,52.000,750.00,50.000,,,,66.50,53.00,,,7.50,Faceted,NON,,14.50,32.00,44.50,42.00,GIA 6355203503,,MUMBAI,720.000,216.000
221-312A,G,RBC,0.30,L,SI1,EX,EX,EX,F,N,4.28 - 4.26 * 2.69,GIA,3345811985,,715.000,35.000,737.00,33.000,,,,62.90,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 3345811985,,MUMBAI,715.000,214.500
